學校代碼,學校名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1183,黎明技術學院,N 修,C 二技,47,11,36, -, -, -, -,8,22,3,14, -, -, -, -, -, -, -, -,01 新北市,2 技職
1185,經國管理暨健康學院,D 日,M 碩士,39,3,36,2,18, -,15,1,3, -, -, -, -, -, -, -, -, -, -,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,B 四技,"1,445",538,907,136,218,83,162,92,162,176,293, -, -, -, -, -, -,51,72,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,C 二技,128,12,116, -, -, -, -,5,47,7,66, -, -, -, -, -, -, -,3,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,5 五專,959,243,716,47,139,50,161,39,139,49,108,49,126, -, -, -, -,9,43,17 基隆市,2 技職
1185,經國管理暨健康學院,N 職,M 碩士,41,13,28,6,14,5,10,1,3,1, -, -, -, -,1, -, -, -, -,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,C 二技,857,154,703, -, -, -, -,60,304,85,376, -, -, -, -, -, -,9,23,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,2 二專,190,27,163,10,81,15,74, -, -, -, -, -, -, -, -, -, -,2,8,17 基隆市,2 技職
1188,大同技術學院,D 日,B 四技,178,87,91, -, -,20,23,21,20,22,38, -, -, -, -, -, -,24,10,20 嘉義市,2 技職
1188,大同技術學院,D 日,5 五專,46,23,23, -, -,1,4,13,7,4,3,3,8, -, -, -, -,2,1,20 嘉義市,2 技職
1188,大同技術學院,N 修,B 四技,111,32,79, -, -,7,32,10,22,12,24, -, -, -, -, -, -,3,1,20 嘉義市,2 技職
1188,大同技術學院,N 修,C 二技,118,20,98, -, -, -, -, -, -,18,94, -, -, -, -, -, -,2,4,20 嘉義市,2 技職
1188,大同技術學院,N 修,2 二專,19,13,6, -, -,13,6, -, -, -, -, -, -, -, -, -, -, -, -,20 嘉義市,2 技職
1195,馬偕醫學院,D 日,D 博士,10,10, -,2, -,3, -,3, -,2, -, -, -, -, -, -, -, -, -,01 新北市,1 一般
1195,馬偕醫學院,D 日,M 碩士,63,22,41,10,14,6,14,5,8,1,5, -, -, -, -, -, -, -, -,01 新北市,1 一般
1195,馬偕醫學院,D 日,B 學士,704,258,446,40,94,57,110,60,92,43,109,27,17,25,20, -, -,6,4,01 新北市,1 一般
1195,馬偕醫學院,N 職,M 碩士,31,6,25,3,9,1,11,2,5, -, -, -, -, -, -, -, -, -, -,01 新北市,1 一般
1195,馬偕醫學院,N 修,C 二技,54, -,54, -, -, -, -, -,16, -,37, -, -, -, -, -, -, -,1,01 新北市,2 技職
1196,法鼓文理學院,D 日,D 博士,20,8,12,1,2,1,1,3,1,1,1,2,2, -,1, -,4, -, -,01 新北市,1 一般
1196,法鼓文理學院,D 日,M 碩士,261,63,198,20,53,10,55,14,47,19,43, -, -, -, -, -, -, -, -,01 新北市,1 一般
1196,法鼓文理學院,D 日,B 學士,57,25,32,9,10,5,6,7,2,4,12, -, -, -, -, -, -, -,2,01 新北市,1 一般
1282,馬偕醫護管理專科學校,D 日,5 五專,"3,873",514,"3,359",127,734,132,695,94,644,70,602,62,604, -, -, -, -,29,80,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,N 修,2 二專,145,71,74,35,42,36,32, -, -, -, -, -, -, -, -, -, -, -, -,30 臺北市,2 技職
1283,仁德醫護管理專科學校,D 日,5 五專,"5,782","1,308","4,474",274,844,256,858,295,912,199,800,183,792, -, -, -, -,101,268,05 苗栗縣,2 技職
1283,仁德醫護管理專科學校,N 修,2 二專,374,182,192,105,125,71,65, -, -, -, -, -, -, -, -, -, -,6,2,05 苗栗縣,2 技職
1284,樹人醫護管理專科學校,D 日,5 五專,"6,727","1,408","5,319",271,"1,169",325,"1,066",263,"1,118",240,938,241,893, -, -, -, -,68,135,12 高雄市,2 技職
1284,樹人醫護管理專科學校,N 修,2 二專,547,274,273,99,118,104,99,37,36,28,19, -, -, -, -, -, -,6,1,12 高雄市,2 技職
1285,慈惠醫護管理專科學校,D 日,2 二專,84,19,65,9,25,6,32, -, -, -, -, -, -, -, -, -, -,4,8,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,D 日,5 五專,"2,461",506,"1,955",75,234,87,321,92,381,97,421,121,448, -, -, -, -,34,150,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,N 修,2 二專,203,77,126,23,47,27,55,6,10,12,4, -, -, -, -, -, -,9,10,13 屏東縣,2 技職
1286,耕莘健康管理專科學校,D 日,5 五專,"4,117",399,"3,718",68,728,84,698,76,686,58,680,77,703, -, -, -, -,36,223,01 新北市,2 技職
1286,耕莘健康管理專科學校,N 修,2 二專,97,6,91,2,40,4,50, -, -, -, -, -, -, -, -, -, -, -,1,01 新北市,2 技職
1287,敏惠醫護管理專科學校,D 日,5 五專,"3,726",484,"3,242",83,575,102,645,110,662,89,609,78,623, -, -, -, -,22,128,11 臺南市,2 技職
1287,敏惠醫護管理專科學校,N 修,2 二專,71,23,48,9,27,13,20, -, -, -, -, -, -, -, -, -, -,1,1,11 臺南市,2 技職
1289,育英醫護管理專科學校,D 日,5 五專,"1,891",206,"1,685",32,335,38,331,43,344,47,289,35,308, -, -, -, -,11,78,50 高雄市,2 技職
1291,聖母醫護管理專科學校,D 日,2 二專,15,9,6, -, -,9,6, -, -, -, -, -, -, -, -, -, -, -, -,02 宜蘭縣,2 技職
1291,聖母醫護管理專科學校,D 日,5 五專,"1,577",240,"1,337",29,224,45,263,48,260,54,285,57,266, -, -, -, -,7,39,02 宜蘭縣,2 技職
1291,聖母醫護管理專科學校,N 修,2 二專,44,23,21,14,10,8,11, -, -, -, -, -, -, -, -, -, -,1, -,02 宜蘭縣,2 技職
1292,新生醫護管理專科學校,D 日,5 五專,"5,915",703,"5,212",149,"1,072",143,"1,101",157,"1,060",119,945,112,918, -, -, -, -,23,116,03 桃園市,2 技職
1292,新生醫護管理專科學校,N 修,2 二專,75,10,65,8,35,2,30, -, -, -, -, -, -, -, -, -, -, -, -,03 桃園市,2 技職
1293,崇仁醫護管理專科學校,D 日,5 五專,"3,051",431,"2,620",82,511,106,493,90,519,71,549,68,507, -, -, -, -,14,41,10 嘉義縣,2 技職
3002,臺北市立大學,D 日,D 博士,211,95,116,16,17,15,17,14,21,14,16,12,12,6,8,18,25, -, -,30 臺北市,1 一般
3002,臺北市立大學,D 日,M 碩士,"1,342",414,928,116,276,124,249,65,170,65,129,18,51,26,53, -, -, -, -,30 臺北市,1 一般
3002,臺北市立大學,D 日,B 學士,"5,287","2,332","2,955",584,684,538,706,544,717,513,724, -, -, -, -, -, -,153,124,30 臺北市,1 一般
3002,臺北市立大學,N 職,M 碩士,"1,191",328,863,112,268,90,254,51,125,32,117,25,51,18,48, -, -, -, -,30 臺北市,1 一般
